category,agency,account,project,state,amount,origination,requestor_one_full_name,requestor_one_bioguide_id,requestor_one_chamber,requestor_one_party,requestor_two_full_name,requestor_two_bioguide_id,requestor_two_chamber,requestor_two_party,member_state,LES,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Commerce, Justice, Science, and Related Agencies",Defense,"Energy and Water Development, and Related Agencies",Financial Services and General Government,Homeland Security,"Interior, Environment, and Related Agencies","Labor, Health and Human Services, Education, and Related Agencies","Military Construction, Veterans Affairs, and Related Agencies","Transportation, and Housing and Urban Development, and Related Agencies",Relevant_Committee,party_status_majority
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"United Way of Bucks County, PA, for services to reduce poverty.",PA,220000.0,S,"Robert P. Casey, Jr.",C001070,sen,Democrat,None,None,None,None,PA,1.5613142251968384,0,0,1,0,1,0,0,1,0,0,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"United Way of Western Connecticut, CT, to provide services to low-income families.",CT,1200000.0,S,Richard Blumenthal,B001277,sen,Democrat,Christopher Murphy,M001169,sen,Democrat,CT,1.1462339162826538,0,1,1,0,0,0,0,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"University of Illinois Springfield, IL, for child welfare training.",IL,720000.0,S,Richard J. Durbin,D000563,sen,Democrat,None,None,None,None,IL,1.782782793045044,1,1,0,0,1,0,0,0,0,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"UW Health, WI, to increase care coordination to improve health outcomes.",WI,3000000.0,S,Tammy Baldwin,B001230,sen,Democrat,None,None,None,None,WI,0.5059313774108887,0,1,0,0,1,0,0,1,0,0,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"Voices for Tomorrow, WA, for child care provider training.",WA,2500000.0,S,Patty Murray,M001111,sen,Democrat,None,None,None,None,WA,1.0015588998794556,0,0,0,0,1,0,0,1,1,0,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"West Virginia 211, WV, for improving the 2–1–1 system.",WV,500000.0,S,"Joe Manchin, III",M001183,sen,Democrat,None,None,None,None,WV,1.1465733051300049,0,0,1,0,1,0,1,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"Youth Advocates of Sitka, AK, for services to vulnerable youth experiencing human trafficking.",AK,250000.0,S,Lisa Murkowski,M001153,sen,Republican,None,None,None,None,AK,1.7114720344543457,0,0,0,0,1,0,1,1,0,0,1,0
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Children and Families (ACF),"YWCA of Oahu, HI, to provide services to improve self-sufficiency and to reduce poverty.",HI,200000.0,S,Brian Schatz,S001194,sen,Democrat,None,None,None,None,HI,1.275588870048523,0,1,0,0,1,0,0,0,0,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Age Well VT, VT, to expand senior services.",VT,600000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Blackstone Valley Community Action Program, RI, for home based care services.",RI,100000.0,S,Sheldon Whitehouse,W000802,sen,Democrat,None,None,None,None,RI,0.34029924869537354,1,1,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Chinese American Service League, IL, to expand services for seniors.",IL,1000000.0,S,Richard J. Durbin,D000563,sen,Democrat,None,None,None,None,IL,1.782782793045044,1,1,0,0,1,0,0,0,0,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Council on Aging of Central Oregon, OR, for equipment.",OR,79000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Council on Aging of Southwestern Ohio, OH, to address the shortage of home health aides.",OH,1650000.0,S,Sherrod Brown,B000944,sen,Democrat,None,None,None,None,OH,1.41644287109375,1,0,0,0,1,0,0,0,1,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Easterseals Delaware & Maryland’s Eastern Shore, DE, for rehabilitative medical services.",DE,100000.0,S,Thomas R. Carper,C000174,sen,Democrat,None,None,None,None,DE,0.8036460876464844,1,0,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Easterseals Oregon, OR, to support an outreach program.",OR,232000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Higher Ground International, RI, for senior care services.",RI,300000.0,S,Jack Reed,R000122,sen,Democrat,Sheldon Whitehouse,W000802,sen,Democrat,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Meals On Wheels Atlanta, Inc., GA, for facilities and equipment.",GA,2000000.0,S,Raphael G. Warnock,W000790,sen,Democrat,None,None,None,None,GA,0.9862566590309143,1,1,0,0,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Mississippi State University, MS, for providing direct services to individuals with disabilities.",MS,647000.0,S,Cindy Hyde-Smith,H001079,sen,Republican,None,None,None,None,MS,0.02246854454278946,1,0,0,0,1,0,1,0,0,0,0,0
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Outdoors for All, WA, to support services for individuals with disabilities.",WA,250000.0,S,Patty Murray,M001111,sen,Democrat,None,None,None,None,WA,1.0015588998794556,0,0,0,0,1,0,0,1,1,0,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Senior Services of Winston-Salem and Forsyth County, NC, for improving access to and delivery of senior services.",NC,5000000.0,S,Richard Burr,B001135,sen,Republican,None,None,None,None,NC,0.6391677260398865,0,0,1,0,1,0,0,1,0,0,1,0
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"The New American Dream Foundation, CT, to enhance services for seniors.",CT,50000.0,S,Richard Blumenthal,B001277,sen,Democrat,Christopher Murphy,M001169,sen,Democrat,CT,1.1462339162826538,0,1,1,0,0,0,0,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"The Wisconsin Institute for Healthy Aging, WI, for interventions to prevent falls among older adults.",WI,523000.0,S,Tammy Baldwin,B001230,sen,Democrat,None,None,None,None,WI,0.5059313774108887,0,1,0,0,1,0,0,1,0,0,1,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Health & Human Services,Administration for Community Living (ACL),"Western Reserve Area Agency on Aging, OH, to support repairs and modification to senior facilities.",OH,1340000.0,S,Sherrod Brown,B000944,sen,Democrat,None,None,None,None,OH,1.41644287109375,1,0,0,0,1,0,0,0,1,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"4Cs of Passaic County, NJ, to improve access to early childcare and education.",NJ,250000.0,S,Robert Menendez,M000639,sen,Democrat,None,None,None,None,NJ,1.9669333696365356,0,0,0,0,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Asia Pacific Cultural Center, WA, for staff and program costs of youth engagement and support activities.",WA,397000.0,S,Maria Cantwell,C000127,sen,Democrat,None,None,None,None,WA,1.6083993911743164,0,1,0,0,1,0,1,0,0,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Audubon Society of Rhode Island, RI, for environmental education and teacher professional development.",RI,100000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., DE, for the Delaware Best Buddies Inclusion Project for students with intellectual and developmental disabilities.",DE,215000.0,S,Thomas R. Carper,C000174,sen,Democrat,Christopher A. Coons,C001088,sen,Democrat,DE,0.8036460876464844,1,0,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., GA, for The Best Buddies in Georgia Inclusion Project.",GA,458000.0,S,Raphael G. Warnock,W000790,sen,Democrat,None,None,None,None,GA,0.9862566590309143,1,1,0,0,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., HI, for the Best Buddies in Hawaii Inclusion Project for students with intellectual and developmental disabilities.",HI,400000.0,S,Mazie K. Hirono,H001042,sen,Democrat,Brian Schatz,S001194,sen,Democrat,HI,0.8283229470252991,0,1,1,0,0,0,1,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., MD, for the Best Buddies in Maryland Inclusion Project for students with intellectual and developmental disabilities.",MD,250000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., ME, for the Maine Best Buddies Inclusion Project for students with intellectual and developmental disabilities.",ME,331000.0,S,Susan M. Collins,C001035,sen,Republican,"Angus S. King, Jr.",K000383,sen,Independent,ME,0.9127615094184875,0,0,1,0,1,0,0,1,0,0,1,0
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., MN, for the Best Buddies in Minnesota Inclusion Project for students with intellectual and developmental disabilities.",MN,449000.0,S,Adam Smith,S000510,rep,Democrat,None,None,None,None,WA,1.5483863353729248,0,0,1,0,0,0,0,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Best Buddies International, Inc., MO, for the Missouri Best Buddies Inclusion Project for students with intellectual and developmental disabilities.",MO,500000.0,S,Roy Blunt,B000575,sen,Republican,None,None,None,None,MO,0.40726181864738464,0,1,1,0,1,0,0,0,0,0,0,0
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Block Island Maritime Institute, RI, for out-ofschool time environmental education.",RI,100000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Boys & Girls Club Big Island, HI, for out-ofschool academic support, critical needs resources, and youth development programming.",HI,800000.0,S,Mazie K. Hirono,H001042,sen,Democrat,None,None,None,None,HI,0.8283229470252991,0,1,1,0,0,0,1,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Boys & Girls Club of Harlem, Inc., NY, to support implementation of a full service community schools model.",NY,296000.0,S,Kirsten E. Gillibrand,G000555,sen,Democrat,Charles E. Schumer,S000148,sen,Democrat,NY,0.7878498435020447,1,0,1,0,0,0,0,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Boys & Girls Club of Hawaii, HI, to provide and improve out-of-school and after-school youth development programs.",HI,1147000.0,S,Mazie K. Hirono,H001042,sen,Democrat,Brian Schatz,S001194,sen,Democrat,HI,0.8283229470252991,0,1,1,0,0,0,1,0,1,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Boys & Girls Clubs of Delaware, DE, for support of after-school literacy education, peer tutoring and youth programs.",DE,250000.0,S,Thomas R. Carper,C000174,sen,Democrat,Christopher A. Coons,C001088,sen,Democrat,DE,0.8036460876464844,1,0,0,1,1,0,0,0,0,1,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Boys & Girls Clubs of Maui, HI, for out-of-school academic support, critical needs resources, and youth development programming.",HI,430000.0,S,Brian Schatz,S001194,sen,Democrat,None,None,None,None,HI,1.275588870048523,0,1,0,0,1,0,0,0,0,0,0,1
"Labor, Health and Human Services, Education, and Related Agencies",Department of Education,Elementary & Secondary Education,"Capitol Region Education Council, CT, for their teacher residency program.",CT,275000.0,S,Richard Blumenthal,B001277,sen,Democrat,Christopher Murphy,M001169,sen,Democrat,CT,1.1462339162826538,0,1,1,0,0,0,0,0,1,0,0,1
